time/s	Ewe/V	<I>/mA	
2.144179945833457E+001	1.7255208E-001	-5.229513530991978E-001
2.145679945795564E+001	1.7294087E-001	-5.254967883089576E-001
2.148179945732409E+001	1.7344181E-001	-6.750413726305116E-001
2.149679945694515E+001	1.7363986E-001	-5.840419548284262E-001
2.150179945681884E+001	1.7371619E-001	-5.025879024527971E-001
2.150679945669253E+001	1.7398337E-001	-4.160428636334837E-001
2.151179945656622E+001	1.7411695E-001	-5.585875958204278E-001
2.152429945625045E+001	1.7426005E-001	-5.806480321086358E-001
2.153679945593467E+001	1.7465129E-001	-4.924060410261154E-001
2.154429945574520E+001	1.7456539E-001	-5.458603105694131E-001
2.155179945555574E+001	1.7493756E-001	-4.567699645552787E-001
2.155679945542943E+001	1.7493756E-001	-7.214957129489648E-001
2.156179945530312E+001	1.7512840E-001	-7.011322092544301E-001
2.156929945511365E+001	1.7510928E-001	-5.051332882093362E-001
2.157679945492418E+001	1.7537649E-001	-4.974969874415551E-001
2.158179945479787E+001	1.7541465E-001	-3.651340657006950E-001
2.158679945467156E+001	1.7543374E-001	-6.858595573902131E-001
2.160179945429263E+001	1.7587978E-001	-6.241326334851343E-001
2.161679945391370E+001	1.7608258E-001	-3.854976116679616E-001
2.162179945378739E+001	1.7627342E-001	-8.029497873317450E-001
2.162679945366108E+001	1.7650244E-001	-5.280422126315543E-001
2.163179945353477E+001	1.7640701E-001	-3.753158186934888E-001
2.164679945315584E+001	1.7670515E-001	-4.924060442787583E-001
2.167179945252428E+001	1.7730153E-001	-6.871322572929799E-001
2.168679945214535E+001	1.7747571E-001	-2.633164006471640E-001
2.169179945201904E+001	1.7776197E-001	-4.618607818149032E-001
2.170429945170326E+001	1.7787008E-001	-6.502233970879310E-001
2.171679945138749E+001	1.7823906E-001	-4.262246036063884E-001
2.173179945100856E+001	1.7844416E-001	-5.414058513683275E-001
2.175679945037700E+001	1.7896657E-001	-5.184968219755701E-001
2.178179944974545E+001	1.7944367E-001	-4.427699995588048E-001
2.179679944936652E+001	1.7978485E-001	-6.807686763536189E-001
2.180179944924021E+001	1.7986119E-001	-6.654960232507463E-001
2.181689944885875E+001	1.8016110E-001	-5.694051773998741E-001
2.183199944847729E+001	1.8054821E-001	-4.873151468764991E-001
2.183699944835098E+001	1.8047187E-001	-4.567699252162143E-001
2.184949944803520E+001	1.8088214E-001	-5.585875616455454E-001
2.186199944771943E+001	1.8102530E-001	-4.822243414912375E-001
2.186699944759312E+001	1.8106347E-001	-5.687692856788633E-001
2.187199944746681E+001	1.8117797E-001	-6.298598013911398E-001
2.187699944734050E+001	1.8144515E-001	-5.076787430047993E-001
2.188199944721418E+001	1.8155965E-001	-5.280423294566576E-001
2.188699944708787E+001	1.8140697E-001	-5.534966497216383E-001
2.189199944696156E+001	1.8154056E-001	-4.924060981068761E-001
2.189949944677210E+001	1.8174091E-001	-5.254967987584003E-001
2.190699944658263E+001	1.8194133E-001	-5.942237465642393E-001
2.191449944639317E+001	1.8198900E-001	-5.229513829294650E-001
2.192199944620370E+001	1.8228483E-001	-4.007702153455467E-001
2.193199944595108E+001	1.8240884E-001	-5.713147426536311E-001
2.194199944569846E+001	1.8253292E-001	-6.044055414199825E-001
2.195449944538268E+001	1.8286686E-001	-4.941031036153440E-001
2.196699944506690E+001	1.8329628E-001	-6.349507491849371E-001
2.197199944494059E+001	1.8323903E-001	-5.280422709975392E-001
2.197699944481428E+001	1.8321994E-001	-6.094962905440484E-001
2.199199944443535E+001	1.8356101E-001	-5.573148051626058E-001
2.201699944380380E+001	1.8408820E-001	-5.757692286174283E-001
2.204199944317224E+001	1.8458916E-001	-5.140423690446196E-001
2.205949944273016E+001	1.8506150E-001	-3.753157948981976E-001
2.206699944254069E+001	1.8503290E-001	-5.738602780830124E-001
2.207949944222491E+001	1.8542092E-001	-5.636784133423767E-001
2.209199944190914E+001	1.8551001E-001	-2.836799567006532E-001
2.209949944171967E+001	1.8574850E-001	-3.116798057453725E-001
2.210699944153021E+001	1.8591076E-001	-4.262246847152711E-001
2.211199944140390E+001	1.8606344E-001	-4.669516484998173E-001
2.211699944127759E+001	1.8598710E-001	-2.124076568149036E-001
2.212449944108812E+001	1.8628286E-001	-3.905884905019787E-001
2.213199944089865E+001	1.8657869E-001	-3.498613988421866E-001
2.213699944077234E+001	1.8642603E-001	-2.887708633206785E-001
2.214199944064603E+001	1.8655962E-001	-5.840420059952889E-001
2.215699944026710E+001	1.8691978E-001	-4.484972469217627E-001
2.217699943976186E+001	1.8733723E-001	-4.911333497450698E-001
2.218699943950924E+001	1.8745655E-001	-3.549523316882552E-001
2.220199943913030E+001	1.8788591E-001	-3.651340588473241E-001
2.221699943875137E+001	1.8820082E-001	-6.044054502248768E-001
2.222199943862506E+001	1.8837258E-001	-5.534966408275075E-001
2.222699943849875E+001	1.8841074E-001	-4.109519820939749E-001
2.223199943837244E+001	1.8841074E-001	-4.262245964072644E-001
2.223699943824613E+001	1.8856342E-001	-3.549523251783109E-001
2.224199943811982E+001	1.8881151E-001	-3.702249509096146E-001
2.224699943799351E+001	1.8881151E-001	-4.211338036786767E-001
2.225199943786720E+001	1.8881151E-001	-5.968126277439297E-002
2.225699943774089E+001	1.8886876E-001	-2.276802867650987E-001
2.226199943761458E+001	1.8896417E-001	-3.905884753726427E-001
2.226699943748827E+001	1.8936494E-001	-5.025878571532667E-001
2.227199943736196E+001	1.8921226E-001	-4.160428601037713E-001
2.227699943723565E+001	1.8921226E-001	-3.549523365497589E-001
2.228199943710933E+001	1.8944128E-001	-3.294979516323666E-001
2.229199943685671E+001	1.8974657E-001	-5.216786255966887E-001
2.230199943660409E+001	1.8980387E-001	-4.414972512982800E-001
2.231699943622516E+001	1.9013301E-001	-4.605880630353933E-001
2.233449943578307E+001	1.9066259E-001	-3.294978933688251E-001
2.234199943559361E+001	1.9056723E-001	-6.196780824195594E-001
2.234699943546730E+001	1.9073898E-001	-3.931766748428345E-002
2.235199943534099E+001	1.9075805E-001	-4.720425927173346E-001
2.235699943521468E+001	1.9102523E-001	-1.411353212129325E-001
2.236199943508836E+001	1.9121607E-001	-2.378620796464384E-001
2.237199943483574E+001	1.9120172E-001	-5.089514182601147E-001
2.238199943458312E+001	1.9150233E-001	-3.549523489270356E-001
2.238699943445681E+001	1.9138782E-001	-5.076787388324746E-001
2.239199943433050E+001	1.9144507E-001	-5.076787387393420E-001
2.239699943420419E+001	1.9178858E-001	-1.207717873249203E-001
2.240199943407788E+001	1.9196033E-001	-2.327711802721022E-001
2.240699943395157E+001	1.9186492E-001	-1.716806274186821E-001
2.241199943382526E+001	1.9199851E-001	-2.785890745185315E-001
2.242449943350948E+001	1.9230700E-001	-3.846491422255820E-001
2.243699943319371E+001	1.9259010E-001	-2.887708878051489E-001
2.244949943287793E+001	1.9283816E-001	-3.999217521492398E-001
2.246199943256215E+001	1.9283819E-001	-4.160428803693508E-001
2.247449943224638E+001	1.9328663E-001	-4.720426173151173E-001
2.248699943193060E+001	1.9346796E-001	-2.480437600612641E-001
2.249699943167798E+001	1.9376372E-001	-4.134973591053874E-001
2.250699943142536E+001	1.9394505E-001	-4.567699372302743E-001
2.251949943110958E+001	1.9429806E-001	-3.829521392549680E-001
2.253199943079380E+001	1.9440307E-001	-1.004082739353180E-001
2.253699943066749E+001	1.9461299E-001	-2.022258728276940E-001
2.254199943054118E+001	1.9467025E-001	-5.585875379573562E-001
2.255699943016225E+001	1.9490874E-001	-3.772249153547453E-001
2.258199942953070E+001	1.9542399E-001	-3.422250688949133E-001
2.260199942902545E+001	1.9584861E-001	-3.804066710895873E-001
2.261199942877283E+001	1.9600610E-001	-2.785891323350371E-001
2.262699942839390E+001	1.9635908E-001	-3.364978799631362E-001
2.264699942788866E+001	1.9672647E-001	-3.753158759372323E-001
2.265699942763604E+001	1.9697939E-001	-3.091344235930592E-001
2.266699942738342E+001	1.9703661E-001	-2.862254174845296E-001
2.267699942713080E+001	1.9738014E-001	-2.073167775198819E-001
2.268699942687817E+001	1.9754231E-001	-4.198610093630855E-001
2.269699942662555E+001	1.9778091E-001	-3.142253129277379E-001
2.270199942649924E+001	1.9776182E-001	-3.804067211877573E-001
2.270699942637293E+001	1.9802900E-001	-3.753157930169255E-001
2.271199942624662E+001	1.9810534E-001	-3.040434944629671E-001
2.271699942612031E+001	1.9821984E-001	-4.160428636334837E-001
2.272949942580453E+001	1.9836609E-001	-3.931339458810799E-001
2.274199942548876E+001	1.9842976E-001	-2.174985050223772E-001
2.274699942536245E+001	1.9875418E-001	-5.382239805720748E-001
2.275199942523614E+001	1.9890685E-001	-4.211338007450101E-001
2.276199942498351E+001	1.9905470E-001	-3.320433609816256E-001
2.277199942473089E+001	1.9923128E-001	-4.007702284585690E-001
2.277699942460458E+001	1.9917403E-001	-1.665897260699420E-001
2.278199942447827E+001	1.9938394E-001	-2.582255690358579E-001
2.279199942422565E+001	1.9958429E-001	-4.796788899390965E-001
2.280199942397303E+001	1.9986105E-001	-2.225894325040281E-001
2.280699942384672E+001	1.9997555E-001	-2.022258591186259E-001
2.281199942372041E+001	2.0014730E-001	-4.516789894830436E-001
2.281949942353094E+001	2.0009954E-001	-2.607710065972064E-001
2.282699942334148E+001	2.0045264E-001	-3.091344153881082E-001
2.283199942321517E+001	2.0071982E-001	-3.702249506767841E-001
2.283699942308886E+001	2.0045264E-001	-2.327711695432664E-001
2.284199942296254E+001	2.0054807E-001	-1.716806505247961E-001
2.284699942283623E+001	2.0058623E-001	-6.986301630735392E-002
2.285199942270992E+001	2.0096791E-001	-2.480437825713313E-001
2.285699942258361E+001	2.0087250E-001	-2.684072934649890E-001
2.286199942245730E+001	2.0102516E-001	-1.258626418374480E-001
2.286699942233099E+001	2.0096791E-001	-2.582255250215533E-001
2.288199942195206E+001	2.0139724E-001	-4.631334719015285E-001
2.290199942144682E+001	2.0186956E-001	-3.562250509578746E-001
2.291199942119420E+001	2.0196027E-001	-2.022258579730991E-001
2.292449942087842E+001	2.0229420E-001	-2.743467106530455E-001
2.293699942056264E+001	2.0249462E-001	-2.734982329607014E-001
2.294699942031002E+001	2.0275220E-001	-1.780441436939872E-001
2.295699942005740E+001	2.0291446E-001	-4.160428696405143E-001
2.296699941980478E+001	2.0311479E-001	-2.824072631099268E-001
2.297699941955216E+001	2.0342973E-001	-3.396795808337636E-001
2.298199941942585E+001	2.0344880E-001	-1.309535800479353E-001
2.298699941929954E+001	2.0354423E-001	-1.156809004675599E-001
2.299449941911007E+001	2.0368733E-001	-3.473159863008179E-001
2.300199941892060E+001	2.0394498E-001	-3.244070506095884E-001
2.301199941866798E+001	2.0393540E-001	-3.829521624348136E-001
2.302199941841536E+001	2.0415491E-001	-3.294978915713731E-001
2.302949941822590E+001	2.0438388E-001	-5.459031934849934E-002
2.303699941803643E+001	2.0447934E-001	-1.614988218806692E-001
2.304449941784696E+001	2.0475601E-001	-2.964071432687359E-001
2.305199941765750E+001	2.0495643E-001	-5.968124161474409E-002
2.305699941753119E+001	2.0488009E-001	-4.516790490876884E-001
2.306199941740488E+001	2.0495643E-001	-2.225894008670004E-001
2.306949941721541E+001	2.0520447E-001	-4.567699728766463E-001
2.307699941702595E+001	2.0531902E-001	-3.244070098921658E-001
2.308199941689963E+001	2.0537627E-001	7.777257332578297E-002
2.308699941677332E+001	2.0537627E-001	-4.160429118201137E-001
2.309199941664701E+001	2.0552894E-001	-4.618607586156580E-001
2.309699941652070E+001	2.0577703E-001	-3.956793999206285E-001
2.310699941626808E+001	2.0595831E-001	-3.065889459149915E-001
2.311699941601546E+001	2.0610146E-001	-2.582255905400962E-001
2.312449941582599E+001	2.0630179E-001	-9.022651329636577E-002
2.313199941563653E+001	2.0640680E-001	-3.905884569417690E-001
2.314449941532075E+001	2.0674393E-001	-4.347094772461162E-001
2.315699941500498E+001	2.0690298E-001	-2.174985414743423E-001
2.317199941462604E+001	2.0723212E-001	-1.856805113761217E-001
2.318699941424711E+001	2.0753275E-001	-9.022648623213173E-002
2.319199941412080E+001	2.0762816E-001	-1.895414846949280E-002
2.319949941393133E+001	2.0780942E-001	-7.749929058831251E-002
2.320699941374187E+001	2.0800984E-001	-1.258626744803042E-001
2.322199941336294E+001	2.0829126E-001	-2.124076282058378E-001
2.323949941292085E+001	2.0856324E-001	-2.607710029277959E-001
2.324699941273138E+001	2.0883045E-001	-2.174985355138781E-001
2.326199941235245E+001	2.0893775E-001	-3.644977129763003E-001
2.327699941197352E+001	2.0930755E-001	-4.313155298028146E-001
2.328199941184721E+001	2.0928846E-001	-3.651340943109247E-001
2.328699941172090E+001	2.0946021E-001	-2.378620427381248E-001
2.329199941159459E+001	2.0968921E-001	-3.244069706927988E-001
2.329699941146828E+001	2.0988005E-001	-1.360444390308113E-001
2.330199941134197E+001	2.0988005E-001	-1.767714839242407E-001
2.330949941115250E+001	2.0997542E-001	-1.665896806912497E-001
2.331699941096304E+001	2.1016632E-001	-4.516790442261849E-001
2.332699941071041E+001	2.1029508E-001	-1.233172250050126E-001
2.333699941045779E+001	2.1039532E-001	-2.633164869342002E-001
2.334449941026833E+001	2.1087238E-001	-3.396796630648899E-001
2.335199941007886E+001	2.1092968E-001	-3.040434996876866E-001
2.335699940995255E+001	2.1085334E-001	-4.160428208112723E-001
2.336199940982624E+001	2.1092968E-001	-2.480438065528869E-001
2.337199940957362E+001	2.1126835E-001	-1.271353797707711E-001
2.338199940932100E+001	2.1131134E-001	-3.498614381812515E-001
2.339199940906838E+001	2.1162619E-001	-1.958622663212017E-001
2.340199940881575E+001	2.1169302E-001	-3.804067408572882E-001
2.340699940868944E+001	2.1180752E-001	-1.156808900367469E-001
2.341199940856313E+001	2.1203654E-001	-1.258626603614539E-001
2.341949940837367E+001	2.1219870E-001	-2.302257191669193E-001
2.342699940818420E+001	2.1228462E-001	2.177290685474875E-002
2.343199940805789E+001	2.1222737E-001	-2.378620374202728E-001
2.343699940793158E+001	2.1249454E-001	-1.004082486033440E-001
2.344699940767896E+001	2.1276644E-001	-2.289530191733505E-001
2.345699940742634E+001	2.1272355E-001	-6.477211456745863E-002
2.346199940730003E+001	2.1289530E-001	-2.225894290208821E-001
2.346699940717372E+001	2.1320064E-001	-1.767715137265622E-001
2.347949940685794E+001	2.1328968E-001	-2.166500449832545E-001
2.349199940654216E+001	2.1369682E-001	-2.582255959045141E-001
2.349699940641585E+001	2.1371591E-001	-5.534966742061087E-001
2.350199940628954E+001	2.1375407E-001	-2.734982335101814E-001
2.351699940591061E+001	2.1414761E-001	-2.092258260992819E-001
2.353699940540537E+001	2.1452214E-001	-1.589534037187703E-001
2.354699940515275E+001	2.1480370E-001	-1.564079558383673E-001
2.355199940502644E+001	2.1482277E-001	-2.480438070092350E-001
2.355699940490013E+001	2.1503270E-001	-1.258627014420928E-001
2.356699940464750E+001	2.1519008E-001	-2.213167179143065E-001
2.357699940439488E+001	2.1528079E-001	-1.054991465341301E-001
2.358949940407911E+001	2.1552882E-001	-1.292565785363946E-001
2.360199940376333E+001	2.1583422E-001	1.159113399684431E-002
2.361699940338440E+001	2.1616574E-001	-3.231342819391276E-001
2.363449940294231E+001	2.1652120E-001	-6.731755496934166E-002
2.364199940275284E+001	2.1669298E-001	-2.913592192344368E-002
2.364699940262653E+001	2.1673116E-001	1.083178544975816E-001
2.365199940250022E+001	2.1684566E-001	-1.054991670511665E-001
2.366199940224760E+001	2.1708415E-001	-1.525897876196551E-001
2.367199940199498E+001	2.1720825E-001	9.304520820267470E-002
2.367699940186867E+001	2.1739909E-001	-7.495384718291465E-002
2.368199940174236E+001	2.1738000E-001	-1.462262319121512E-001
2.368699940161605E+001	2.1751359E-001	-3.422681297175589E-002
2.369199940148974E+001	2.1766627E-001	-1.258626740239561E-001
2.369699940136343E+001	2.1787618E-001	-6.477211649529635E-002
2.370199940123712E+001	2.1800977E-001	-2.684073685668413E-001
2.370699940111081E+001	2.1785711E-001	-1.895422656089069E-002
2.371199940098450E+001	2.1793343E-001	-4.567698794137689E-001
2.371699940085819E+001	2.1802886E-001	-2.327711568400265E-001
2.372199940073187E+001	2.1833420E-001	-1.462261783611032E-001
2.373199940047925E+001	2.1835323E-001	-1.136083427118007E-003
2.374199940022663E+001	2.1860138E-001	-9.531736373901367E-002
2.374699940010032E+001	2.1867770E-001	-2.429529368411751E-001
2.375199939997401E+001	2.1886854E-001	-1.360444450378417E-001
2.375949939978454E+001	2.1904024E-001	2.177285703597565E-002
2.376699939959508E+001	2.1907847E-001	-3.931765571236612E-002
2.377449939940561E+001	2.1924064E-001	-2.174985375069092E-001
2.378199939921615E+001	2.1953648E-001	-1.004082831274720E-001
2.379699939883722E+001	2.1974872E-001	-7.495386192807918E-002
2.381199939845828E+001	2.2001357E-001	-2.225894026551396E-001
2.381699939833197E+001	2.2003266E-001	-2.887708252668381E-001
2.382199939820566E+001	2.2007082E-001	-1.614988880883903E-001
2.382699939807935E+001	2.2033800E-001	2.152263439167292E-001
2.383449939788989E+001	2.2052880E-001	-1.869532572291801E-001
2.384199939770042E+001	2.2060518E-001	-8.004476482979950E-002
2.385199939744780E+001	2.2078641E-001	-1.054991642991084E-001
2.386199939719518E+001	2.2102502E-001	-1.513171225320549E-001
2.386949939700571E+001	2.2104408E-001	6.500204210169586E-003
2.387699939681625E+001	2.2131127E-001	-3.142252534627916E-001
2.388199939668993E+001	2.2152120E-001	-3.294979046843947E-001
2.388699939656362E+001	2.2165479E-001	-2.378620802424848E-001
2.389699939631100E+001	2.2171199E-001	-2.047713223681782E-001
2.390699939605838E+001	2.2190288E-001	-1.665897058509291E-001
2.391199939593207E+001	2.2201738E-001	-9.022654957138032E-002
2.391699939580576E+001	2.2226547E-001	8.795430754311373E-002
2.392449939561629E+001	2.2233221E-001	-2.913591839373142E-002
2.393199939542683E+001	2.2236089E-001	1.668199161067604E-002
2.393699939530052E+001	2.2264715E-001	1.795901757944374E-001
2.394199939517421E+001	2.2253264E-001	-1.258627032302320E-001
2.394699939504790E+001	2.2285707E-001	-3.681499371305116E-003
2.395199939492159E+001	2.2281890E-001	1.668202635832128E-002
2.395699939479528E+001	2.2287615E-001	-9.022651961073280E-002
2.396199939466896E+001	2.2304791E-001	-4.949946567416186E-002
2.396949939447950E+001	2.2324823E-001	-1.844077980052685E-001
2.397699939429003E+001	2.2327691E-001	-1.895417445339263E-002
2.398449939410057E+001	2.2345816E-001	1.409359732642668E-003
2.399199939391110E+001	2.2356316E-001	3.424984139669682E-001
2.399949939372164E+001	2.2378258E-001	-9.277192585170263E-002
2.400699939353217E+001	2.2388759E-001	-1.156809012684972E-001
2.401199939340586E+001	2.2386850E-001	1.337722279038278E-001
2.401699939327955E+001	2.2407843E-001	2.203171933162951E-001
2.402199939315324E+001	2.2426927E-001	-1.920440947078169E-001
2.402699939302693E+001	2.2438377E-001	-3.422682042233649E-002
2.403199939290062E+001	2.2434561E-001	-1.156808676850051E-001
2.403699939277431E+001	2.2451736E-001	-9.022647947072981E-002
2.404199939264799E+001	2.2461277E-001	-6.477212096564478E-002
2.404699939252168E+001	2.2457461E-001	-3.422682777978481E-002
2.406199939214275E+001	2.2498962E-001	-4.759037840762198E-002
2.407949939170067E+001	2.2546196E-001	-1.742260186932978E-001
2.408699939151120E+001	2.2547156E-001	-3.498614286445090E-001
2.409449939132173E+001	2.2554784E-001	-1.004082640074195E-001
2.410199939113227E+001	2.2583415E-001	-4.949942290782927E-002
2.410699939100596E+001	2.2596774E-001	-9.531739667989347E-002
2.411199939087965E+001	2.2600590E-001	-1.614988225232814E-001
2.412449939056387E+001	2.2621578E-001	-8.772430478663551E-003
2.413699939024809E+001	2.2642574E-001	-3.931774879805749E-002
2.414699938999547E+001	2.2669762E-001	1.413653392111885E-002
2.415699938974285E+001	2.2688375E-001	1.159113375470042E-002
2.417199938936392E+001	2.2717234E-001	5.804538185038854E-002
2.418699938898499E+001	2.2743718E-001	-2.174985616467895E-001
2.419199938885868E+001	2.2764711E-001	-2.225893628597260E-001
2.419699938873237E+001	2.2760893E-001	7.777254462242122E-002
2.420199938860605E+001	2.2791429E-001	3.679527396429325E-001
2.420699938847974E+001	2.2779977E-001	-1.665897011291237E-001
2.421199938835343E+001	2.2799061E-001	1.439539909362793E-001
2.421699938822712E+001	2.2810513E-001	1.409389371983708E-003
2.422199938810081E+001	2.2818145E-001	1.409364328719673E-003
2.422699938797450E+001	2.2827688E-001	-3.422677567228677E-002
2.423199938784819E+001	2.2846772E-001	-1.716806237492712E-001
2.424199938759557E+001	2.2865850E-001	2.177287442056688E-002
2.425199938734295E+001	2.2877306E-001	-5.968124901875860E-002
2.425699938721664E+001	2.2888756E-001	-5.968122174963356E-002
2.426199938709033E+001	2.2894481E-001	-5.459037845954301E-002
2.426949938690086E+001	2.2913559E-001	-4.695398691110317E-002
2.427699938671140E+001	2.2925015E-001	8.286343072541036E-002
2.428449938652193E+001	2.2938369E-001	-1.131784834899008E-002
2.429199938633246E+001	2.2959366E-001	-2.404505513608457E-002
2.429949938614300E+001	2.2979400E-001	2.279535023542119E-001
2.430699938595353E+001	2.2986083E-001	4.213640525937079E-002
2.431199938582722E+001	2.2978450E-001	1.159114493057131E-002
2.431699938570091E+001	2.3010892E-001	-6.986297602765268E-002
2.432449938551144E+001	2.3029973E-001	1.286813180521127E-001
2.433199938532198E+001	2.3039518E-001	-1.716805855557323E-001
2.433949938513251E+001	2.3042378E-001	-7.240843093022681E-002
2.434699938494305E+001	2.3077686E-001	-3.681530477479100E-003
2.435199938481674E+001	2.3079593E-001	1.846810640301557E-001
2.435699938469043E+001	2.3077686E-001	-7.495384479872891E-002
2.436199938456411E+001	2.3096770E-001	1.083178421854973E-001
2.436699938443780E+001	2.3106311E-001	-1.309535681270064E-001
2.437199938431149E+001	2.3125395E-001	-9.531739285215740E-002
2.437699938418518E+001	2.3136845E-001	-2.276803313754501E-001
2.438199938405887E+001	2.3134938E-001	8.286348998546611E-002
2.438699938393256E+001	2.3150204E-001	-2.404504305683078E-002
2.439199938380625E+001	2.3159747E-001	1.235904985666275E-001
2.439699938367994E+001	2.3171197E-001	-5.459033693186939E-002
2.440199938355363E+001	2.3165472E-001	1.744993092026559E-001
2.440699938342732E+001	2.3194097E-001	2.203171999193728E-001
2.441199938330101E+001	2.3205547E-001	9.813605709932749E-002
2.441699938317470E+001	2.3196006E-001	7.777258013375103E-002
2.442949938285892E+001	2.3240212E-001	1.159541289353114E-001
2.444199938254314E+001	2.3249440E-001	-2.913595036603511E-002
2.444949938235368E+001	2.3265657E-001	1.541357315285132E-001
2.445699938216421E+001	2.3285699E-001	1.032269541360435E-001
2.446199938203790E+001	2.3308600E-001	3.704551134258505E-002
2.446699938191159E+001	2.3320051E-001	6.759079376235599E-002
2.447199938178528E+001	2.3302875E-001	1.286814100481568E-001
2.447699938165897E+001	2.3320051E-001	2.712259835936126E-001
2.448449938146950E+001	2.3352489E-001	1.668629381991917E-001
2.449199938128004E+001	2.3354401E-001	1.388631481863556E-001
2.449699938115373E+001	2.3367760E-001	-5.459029406309124E-002
2.450199938102742E+001	2.3373485E-001	1.999537236429749E-001
2.450949938083795E+001	2.3386839E-001	-1.640873186290270E-002
2.451699938064849E+001	2.3404020E-001	-5.459034314379108E-002
2.452199938052217E+001	2.3407836E-001	1.795901805162430E-001
2.452699938039586E+001	2.3438370E-001	3.119530308246614E-001
2.453449938020640E+001	2.3438366E-001	3.119530109968032E-001
2.454199938001693E+001	2.3459363E-001	6.759079371578991E-002
2.454699937989062E+001	2.3461270E-001	1.643175006844102E-001
2.455199937976431E+001	2.3480354E-001	1.159109120257196E-002
2.455699937963800E+001	2.3484172E-001	1.668199533596634E-002
2.456199937951169E+001	2.3508981E-001	-1.665897250175477E-001
2.456699937938538E+001	2.3512797E-001	1.846810527052729E-001
2.457199937925907E+001	2.3524247E-001	8.795433257706464E-002
2.457699937913276E+001	2.3524247E-001	6.759078562259679E-002
2.458199937900645E+001	2.3533790E-001	-8.772368449717766E-003
2.458699937888014E+001	2.3543331E-001	3.170439375378189E-001
2.459199937875383E+001	2.3543331E-001	2.559534002281725E-001
2.459699937862752E+001	2.3564324E-001	-1.258626847527924E-001
2.460199937850120E+001	2.3579590E-001	8.286344895139330E-002
2.460699937837489E+001	2.3606308E-001	-1.971349906455728E-001
2.461199937824858E+001	2.3608217E-001	-1.665897029172632E-001
2.461949937805912E+001	2.3602486E-001	-5.713578708004217E-002
2.462699937786965E+001	2.3640659E-001	1.795901807025075E-001
2.463199937774334E+001	2.3634934E-001	-1.386329061351717E-002
2.463699937761703E+001	2.3640659E-001	4.646794963348659E-001
2.464449937742756E+001	2.3653060E-001	5.231814547441815E-002
2.465199937723810E+001	2.3684552E-001	1.388631349802016E-001
2.465949937704863E+001	2.3695044E-001	1.744992772582910E-001
2.466699937685917E+001	2.3711269E-001	2.661351287830620E-001
2.467199937673286E+001	2.3701727E-001	2.559533778112377E-001
2.467699937660655E+001	2.3730353E-001	3.374074661731721E-001
2.469199937622761E+001	2.3754919E-001	1.452266872674226E-001
2.470699937584868E+001	2.3774245E-001	1.846810454595833E-001
2.471199937572237E+001	2.3789513E-001	-1.895416759885848E-002
2.471699937559606E+001	2.3816231E-001	2.203172618616371E-001
2.472199937546975E+001	2.3833406E-001	2.610442841053011E-001
2.473699937509082E+001	2.3844372E-001	9.240884487750078E-002
2.475199937471189E+001	2.3875390E-001	3.704552798531946E-002
2.475699937458558E+001	2.3873481E-001	4.494068580865860E-001
2.476199937445926E+001	2.3881115E-001	1.184996086824684E-001
2.476699937433295E+001	2.3902108E-001	1.846810466516762E-001
2.477449937414349E+001	2.3929775E-001	6.759079384151878E-002
2.478199937395402E+001	2.3946001E-001	1.083178321458398E-001
2.478949937376456E+001	2.3941225E-001	5.740902383811730E-002
2.479699937357509E+001	2.3955542E-001	1.592266394104809E-001
2.480199937344878E+001	2.3987985E-001	9.304518316872412E-002
2.480699937332247E+001	2.3989893E-001	1.388631124235689E-001
2.481699937306985E+001	2.4008016E-001	1.846810227632512E-001
2.482699937281723E+001	2.4014702E-001	5.231816142797474E-002
2.483199937269092E+001	2.4039511E-001	1.541357227042313E-001
2.483699937256461E+001	2.4070045E-001	4.544977379776531E-001
2.484199937243829E+001	2.4066229E-001	2.814077669847754E-001
2.484699937231198E+001	2.4060503E-001	2.406807561125606E-001
2.485949937199621E+001	2.4091351E-001	1.753477621249230E-001
2.487199937168043E+001	2.4117754E-001	3.704550812020896E-002
2.488699937130150E+001	2.4148761E-001	2.438624577422148E-001
2.490699937079626E+001	2.4185497E-001	8.413615724071855E-002
2.491699937054364E+001	2.4211265E-001	2.203171939589081E-001
2.493199937016470E+001	2.4242273E-001	1.872264342557166E-001
2.494949936972262E+001	2.4268512E-001	3.068621257785704E-001
2.495699936953315E+001	2.4302869E-001	1.286813612189144E-001
2.496949936921737E+001	2.4308270E-001	2.576503199075035E-001
2.498199936890160E+001	2.4348669E-001	2.559533328283576E-001
2.499199936864898E+001	2.4362499E-001	1.617720623477359E-001
2.500199936839635E+001	2.4356303E-001	2.203172666765747E-001
2.500699936827004E+001	2.4392562E-001	5.003156496025625E-001
2.501199936814373E+001	2.4409738E-001	1.235904949903488E-001
2.502699936776480E+001	2.4429768E-001	2.674078079720488E-001
2.504199936738587E+001	2.4474622E-001	1.795901210512966E-001
2.504699936725956E+001	2.4486072E-001	2.610442621447145E-001
2.505199936713325E+001	2.4480347E-001	-3.422685077413923E-002
2.505699936700694E+001	2.4480347E-001	7.777258082292970E-002
2.506699936675432E+001	2.4509920E-001	2.050445432518608E-001
2.507699936650170E+001	2.4526149E-001	-2.404504692181947E-002
2.508449936631223E+001	2.4551907E-001	1.668629247369244E-001
2.509199936612276E+001	2.4550958E-001	2.406807375419885E-001
2.509949936593330E+001	2.4576715E-001	2.457715643150715E-001
