time/s,<Ewe>/V,I/mA
445.5011887,1.379571795,147.569809
445.6011887,1.379555106,147.506134
445.7011887,1.379554152,147.6016235
445.8011887,1.379581809,147.2515259
445.9011887,1.379584312,147.4743195
446.0011887,1.379568815,147.3151855
446.1011887,1.379550695,147.7289429
446.2011887,1.379545212,147.4424896
446.3011887,1.379552007,147.7289429
446.4011887,1.37956059,147.6016235
446.5011887,1.379523754,147.697113
446.6011887,1.379520774,147.7289429
446.7011887,1.379543662,147.569809
446.8011887,1.379591823,147.9199066
446.9011887,1.379605055,147.1560364
447.0011887,1.379590034,147.6652985
447.1011887,1.379627943,147.697113
447.2011887,1.379646897,147.697113
447.3011887,1.379643202,147.4106598
447.4011887,1.379636765,147.6652985
447.5011887,1.37962687,147.506134
447.6011887,1.379644513,147.2833557
447.7011887,1.37966454,147.4106598
447.8011887,1.379657507,147.092392
447.9011887,1.379655838,147.3151855
448.0011887,1.379658699,148.047226
448.1011887,1.379662752,147.506134
448.2011887,1.379689336,147.6334686
448.3011887,1.379741907,147.8562622
448.4011887,1.380088091,147.3151855
448.5011887,1.380199432,147.9517365
448.6011887,1.380067825,147.6334686
448.7011887,1.379951954,147.3151855
448.8011887,1.379885316,147.697113
448.9011887,1.379823089,147.6652985
449.0011887,1.379786253,147.569809
449.1011887,1.379776835,147.506134
449.2011887,1.379746199,147.6334686
449.3011886,1.37975347,147.7289429
449.4011886,1.37976408,147.506134
449.5011886,1.379755735,147.4424896
449.6011886,1.379702687,147.9517365
449.7011886,1.379705667,147.219696
449.8011886,1.379745126,147.5379791
449.9011886,1.379788995,147.6652985
450.0011886,1.379810929,147.7289429
450.1011886,1.379836202,147.7289429
450.2011886,1.379873276,147.1560364
450.3011886,1.379939675,147.6652985
450.4011886,1.379913449,147.506134
450.5011886,1.379894853,147.2515259
450.6011886,1.379896045,147.2833557
450.7011886,1.37983036,147.1560364
450.8011886,1.379821897,147.506134
450.9011886,1.379818201,147.4106598
451.0011886,1.379864931,147.5379791
451.1011886,1.379827976,147.2515259
451.2011886,1.379806519,147.7289429
451.3011886,1.379855275,147.2515259
451.4011886,1.37988615,147.37883
451.5011886,1.379887819,147.3470001
451.6011886,1.379907131,147.6334686
451.7011886,1.379927754,147.569809
451.8011886,1.379952908,147.6334686
451.9011886,1.37994051,147.569809
452.0011886,1.379891396,147.506134
452.1011886,1.379902959,147.506134
452.2011886,1.379937053,147.4743195
452.3011886,1.379974961,147.569809
452.4011886,1.379962206,147.7289429
452.5011886,1.379942775,147.6652985
452.6011886,1.379874349,147.3470001
452.7011886,1.379904747,147.7289429
452.8011886,1.379885674,147.5379791
452.9011886,1.379857063,147.569809
453.0011886,1.379845619,147.6652985
453.1011886,1.379886985,147.4106598
453.2011886,1.379898548,147.4743195
453.3011885,1.379898071,147.7607727
453.4011885,1.37990725,147.569809
453.5011885,1.379924893,147.506134
453.6011885,1.379916072,147.6334686
453.7011885,1.379952788,147.506134
453.8011885,1.379935384,147.4106598
453.9011885,1.379942775,147.7289429
454.0011885,1.379967928,147.3151855
454.1011885,1.37992382,147.37883
454.2011885,1.379898429,147.4424896
454.3011885,1.379900932,147.4743195
454.4011885,1.379901052,147.7926025
454.5011885,1.379893303,147.37883
454.6011885,1.379885435,147.9517365
454.7011885,1.379926801,147.506134
454.8011885,1.380009532,147.6016235
454.9011885,1.380028129,147.4424896
455.0011885,1.380021811,147.2515259
455.1011885,1.379995704,147.37883
455.2011885,1.379957795,147.7289429
455.3011885,1.37991643,147.506134
455.4011885,1.379882574,147.6334686
455.5011885,1.379869223,147.0287323
455.6011885,1.379889965,147.6334686
455.7011885,1.379876256,147.697113
455.8011885,1.379853487,147.506134
455.9011885,1.379866958,148.0790405
456.0011885,1.379853129,147.7289429
456.1011885,1.379816532,147.4424896
456.2011885,1.379827499,147.5379791
456.3011885,1.37985599,147.6016235
456.4011885,1.379876852,147.6016235
456.5011885,1.379902601,147.4424896
456.6011885,1.379935265,147.6016235
456.7011885,1.379970551,147.6652985
456.8011885,1.379964948,147.6334686
456.9011885,1.379962683,147.37883
457.0011885,1.379978657,147.3470001
457.1011885,1.380007505,147.4106598
457.2011885,1.379993677,148.0153961
457.3011884,1.380013824,147.6334686
457.4011884,1.379989982,147.7289429
457.5011884,1.379954815,147.0605621
457.6011884,1.379955411,147.219696
457.7011884,1.379947424,147.37883
457.8011884,1.37993741,147.8244324
457.9011884,1.379976869,147.4424896
458.0011884,1.37999022,147.697113
458.1011884,1.380011678,147.219696
458.2011884,1.37998414,147.6334686
458.3011884,1.379973173,147.6016235
458.4011884,1.380026221,147.569809
458.5011884,1.380082965,147.5379791
458.6011884,1.380123019,147.6652985
458.7011884,1.380120993,147.8880768
458.8011884,1.380108356,147.6334686
458.9011884,1.38010788,147.3151855
459.0011884,1.38011229,147.697113
459.1011884,1.380128741,147.5379791
459.2011884,1.380103588,147.697113
459.3011884,1.380057931,147.37883
459.4011884,1.380038381,147.7926025
459.5011884,1.380029678,147.219696
459.6011884,1.380041957,147.7289429
459.7011884,1.380057573,147.4424896
459.8011884,1.380086184,147.569809
459.9011884,1.380057931,147.5379791
460.0011884,1.380013466,147.219696
460.1011884,1.380022764,147.569809
460.2011884,1.38008523,147.4106598
460.3011884,1.380151629,147.4743195
460.4011884,1.380162239,147.7607727
460.5011884,1.380118728,147.7289429
460.6011884,1.380118012,147.37883
460.7011884,1.380118132,147.7289429
460.8011884,1.380135894,147.7289429
460.9011884,1.380190969,147.1242065
461.0011884,1.380218267,147.506134
461.1011884,1.380280495,147.506134
461.2011883,1.380313158,147.8244324
461.3011883,1.380309463,147.6652985
461.4011883,1.380318999,147.37883
461.5011883,1.380321383,147.7607727
461.6011883,1.380301595,147.7607727
461.7011883,1.380275726,147.4106598
461.8011883,1.380297303,147.7607727
461.9011883,1.380325675,147.4743195
462.0011883,1.3803128,147.7607727
462.1011883,1.380301237,147.569809
462.2011883,1.380285025,147.6652985
462.3011883,1.380274534,147.3470001
462.4011883,1.380267501,147.4424896
462.5011883,1.380290151,147.2833557
462.6011883,1.380312443,147.4106598
462.7011883,1.380393624,147.697113
462.8011883,1.380444527,147.6334686
462.9011883,1.380481839,147.6334686
463.0011883,1.380507469,147.3151855
463.1011883,1.380491734,147.7289429
463.2011883,1.380501032,147.7607727
463.3011883,1.380506158,147.4106598
463.4011883,1.380527377,147.3470001
463.5011883,1.380543947,147.6334686
463.6011883,1.380576611,147.6652985
463.7011883,1.380629063,147.506134
463.8011883,1.380634427,147.1242065
463.9011883,1.380664229,147.219696
464.0011883,1.380679607,147.7607727
464.1011883,1.380675435,147.37883
464.2011883,1.38065505,147.6016235
464.3011883,1.380624413,147.9835663
464.4011883,1.380591273,147.4424896
464.5011883,1.380554199,147.506134
464.6011883,1.380553603,147.8562622
464.7011883,1.380553722,147.4424896
464.8011883,1.380575299,147.4743195
464.9011883,1.380602956,147.8244324
465.0011883,1.380656362,147.4743195
465.1011883,1.3806355,147.7289429
465.2011882,1.380572677,147.4106598
465.3011882,1.380511165,147.7926025
465.4011882,1.380505085,147.1878662
465.5011882,1.380515337,147.7289429
465.6011882,1.380487323,147.7607727
465.7011882,1.380461693,147.2833557
465.8011882,1.380377769,147.6334686
465.9011882,1.380336881,147.9835663
466.0011882,1.380313277,147.5379791
466.1011882,1.380298972,147.4106598
466.2011882,1.380329728,147.219696
466.3011882,1.380319357,147.8562622
466.4011882,1.380373597,147.37883
466.5011882,1.380421162,147.1242065
466.6011882,1.380437732,147.4106598
466.7011882,1.38041985,147.4743195
466.8011882,1.380444407,147.3151855
466.9011882,1.380413413,147.3470001
467.0011882,1.380408764,147.697113
467.1011882,1.380391359,147.5379791
467.2011882,1.380435109,147.6334686
467.3011882,1.380486369,147.569809
467.4011882,1.380556941,147.4424896
467.5011882,1.380615592,147.7289429
467.6011882,1.380614758,147.3151855
467.7011882,1.380622983,147.1242065
467.8011882,1.38063693,147.569809
467.9011882,1.380659819,147.3151855
468.0011882,1.380966187,147.4743195
468.1011882,1.381301045,147.1560364
468.2011882,1.38123548,147.7607727
468.3011882,1.381091714,147.4743195
468.4011882,1.381005645,147.506134
468.5011882,1.3808496,147.2515259
468.6011882,1.380747676,147.506134
468.7011882,1.380681396,147.7607727
468.8011882,1.380642772,147.3470001
468.9011882,1.380657196,147.4743195
469.0011882,1.380646348,147.8562622
469.1011881,1.380649209,147.6016235
469.2011881,1.380655885,147.4106598
469.3011881,1.380679131,147.5379791
469.4011881,1.380659461,147.3151855
469.5011881,1.380608201,147.3470001
469.6011881,1.380538106,147.3151855
469.7011881,1.380511284,147.6016235
469.8011881,1.380478978,147.3470001
469.9011881,1.380417466,147.697113
470.0011881,1.380369544,147.3151855
470.1011881,1.380390644,147.37883
470.2011881,1.392378569,197.3485718
470.3011881,1.393940449,197.921463
470.4011881,1.393425941,197.6031952
470.5011881,1.392931938,197.7941742
470.6011881,1.392540216,198.0169525
470.7011881,1.392219901,197.8896484
470.8011881,1.391975403,197.8578339
470.9011881,1.391761184,198.0169525
471.0011881,1.391610861,197.4122314
471.1011881,1.391514301,197.6031952
471.2011881,1.391403913,197.8578339
471.3011881,1.391317725,197.8259888
471.4011881,1.391249061,197.7623596
471.5011881,1.39116478,197.5395508
471.6011881,1.391117573,198.112442
471.7011881,1.391037822,197.6031952
471.8011881,1.390989184,197.6031952
471.9011881,1.390985727,197.7623596
472.0011881,1.390997887,197.8259888
472.1011881,1.391040444,197.9533081
472.2011881,1.391063333,197.8259888
472.3011881,1.391033411,198.0487976
472.4011881,1.39102447,197.9533081
472.5011881,1.390998721,197.444046
472.6011881,1.390980005,197.5395508
472.7011881,1.39094615,198.1442871
472.8011881,1.390969634,197.6031952
472.9011881,1.390986204,197.6986847
473.0011881,1.391013741,197.9851227
473.101188,1.391063213,198.0169525
473.201188,1.391089082,197.7941742
473.301188,1.391075611,197.3167572
473.401188,1.391111374,197.5395508
473.501188,1.39121449,197.5713806
473.601188,1.391296506,197.7304993
473.701188,1.391326666,197.9533081
473.801188,1.391251445,198.0169525
473.901188,1.391176224,197.8578339
474.001188,1.391119719,198.0169525
474.101188,1.391107678,197.635025
474.201188,1.391112804,197.7941742
474.301188,1.391141295,197.7304993
474.401188,1.391119957,198.1442871
474.501188,1.391068935,197.7941742
474.601188,1.391049862,197.7304993
474.701188,1.391058326,197.7304993
474.801188,1.391068578,197.5077057
474.901188,1.391046643,197.5077057
475.001188,1.391016126,197.3804169
475.101188,1.390979171,197.6031952
475.201188,1.390984654,197.8578339
475.301188,1.39098537,197.7623596
475.401188,1.39099431,197.7941742
475.501188,1.39101088,198.112442
475.601188,1.39099884,197.6986847
475.701188,1.390977263,197.9533081
475.801188,1.390977979,197.7623596
475.901188,1.39105773,197.9851227
476.001188,1.391124845,197.7304993
476.101188,1.39117825,198.1442871
476.201188,1.391210556,197.8259888
476.301188,1.39121139,197.7941742
476.401188,1.391229749,197.5395508
476.501188,1.39121449,197.444046
476.601188,1.391209602,197.8259888
476.701188,1.391293168,197.921463
476.801188,1.391332507,197.6668549
476.901188,1.391385674,197.7304993
477.0011879,1.391369939,197.6031952
477.1011879,1.391348362,197.635025
477.2011879,1.391313195,197.7623596
477.3011879,1.391322851,197.5077057
477.4011879,1.391289115,197.9533081
477.5011879,1.391450167,197.4122314
477.6011879,1.391702175,198.0169525
477.7011879,1.391588926,197.6668549
477.8011879,1.391531706,197.9851227
477.9011879,1.391437411,197.921463
478.0011879,1.391382456,197.8896484
478.1011879,1.391353965,197.7304993
478.2011879,1.391354442,197.5713806
478.3011879,1.391349912,197.444046
478.4011879,1.391357183,197.5395508
478.5011879,1.391406655,197.5713806
478.6011879,1.391422033,197.8896484
478.7011879,1.391436338,197.635025
478.8011879,1.39143312,198.0169525
478.9011879,1.391480684,198.3670654
479.0011879,1.391481996,197.8259888
479.1011879,1.391523004,197.7623596
479.2011879,1.39157629,197.8896484
479.3011879,1.391596317,198.0169525
479.4011879,1.391597867,198.3033905
479.5011879,1.391634107,197.9533081
479.6011879,1.391649127,197.8259888
479.7011879,1.391640186,197.7304993
479.8011879,1.391601324,197.8896484
479.9011879,1.391564369,198.112442
480.0011879,1.391504049,197.8578339
480.1011879,1.391495347,197.8259888
480.2011879,1.391495228,198.0169525
480.3011879,1.391473293,197.7941742
480.4011879,1.391445994,197.6031952
480.5011879,1.391448975,198.0169525
480.6011879,1.391460776,198.0806274
480.7011879,1.39147222,197.9533081
480.8011879,1.391486645,197.6031952
480.9011879,1.391514301,197.8578339
481.0011878,1.391524673,197.7304993
481.1011878,1.391516328,197.6986847
481.2011878,1.391518593,198.0169525
481.3011878,1.391540408,197.6668549
481.4011878,1.391548276,197.5395508
481.5011878,1.39156425,198.0487976
481.6011878,1.391576767,197.635025
481.7011878,1.391539097,197.8578339
481.8011878,1.391529083,197.6986847
481.9011878,1.39153254,197.7941742
482.0011878,1.39149487,197.6668549
482.1011878,1.391503453,197.8259888
482.2011878,1.391476035,197.8259888
482.3011878,1.391432047,197.4759064
482.4011878,1.39140296,197.6031952
482.5011878,1.391429543,197.8259888
482.6011878,1.391445041,198.0806274
482.7011878,1.391496301,198.0169525
482.8011878,1.391607046,197.8896484
482.9011878,1.391667366,198.0169525
483.0011878,1.391690969,197.6986847
483.1011878,1.391626239,197.9533081
483.2011878,1.391545177,197.6031952
483.3011878,1.391517878,197.9533081
483.4011878,1.391499281,197.6031952
483.5011878,1.391458988,197.6986847
483.6011878,1.391439199,197.7304993
483.7011878,1.391422391,198.1442871
483.8011878,1.391405702,197.921463
483.9011878,1.391386986,197.8578339
484.0011878,1.391487956,197.7623596
484.1011878,1.39166832,197.7623596
484.2011878,1.39159441,198.0169525
484.3011878,1.391543984,197.7941742
484.4011878,1.391733289,198.1761017
484.5011878,1.391736746,197.8578339
484.6011878,1.391613007,197.3485718
484.7011878,1.391528487,197.921463
484.8011878,1.391465783,197.7941742
484.9011878,1.391460419,197.9851227
485.0011877,1.391477108,197.8896484
485.1011877,1.391495824,197.9851227
485.2011877,1.391443849,197.7304993
485.3011877,1.391386986,197.635025
485.4011877,1.391351342,197.7623596
485.5011877,1.391356826,197.9533081
485.6011877,1.391375542,197.9533081
485.7011877,1.39136827,197.3167572
485.8011877,1.391375303,198.0487976
485.9011877,1.391383767,197.5713806
486.0011877,1.391410947,197.6986847
486.1011877,1.391453743,197.9533081
486.2011877,1.391458988,197.8259888
486.3011877,1.391469598,198.2079163
486.4011877,1.391479492,198.0806274
486.5011877,1.391489029,197.8896484
486.6011877,1.391524196,197.6986847
486.7011877,1.391569376,197.8896484
486.8011877,1.391597986,197.5395508
486.9011877,1.391583562,197.444046
487.0011877,1.391592622,197.8578339
487.1011877,1.391611934,198.112442
487.2011877,1.391615748,197.8896484
487.3011877,1.391628385,197.5713806
487.4011877,1.391607523,197.7941742
487.5011877,1.391558886,198.1442871
487.6011877,1.391512632,197.6668549
487.7011877,1.391474128,198.0169525
487.8011877,1.391445518,197.7941742
487.9011877,1.391459227,197.8259888
488.0011877,1.391470671,197.8578339
488.1011877,1.391443014,197.921463
488.2011877,1.391431451,197.635025
488.3011877,1.391446829,197.8896484
488.4011877,1.39144969,198.112442
488.5011877,1.391451001,198.1442871
488.6011877,1.391421199,197.921463
488.7011877,1.391406894,197.6986847
488.8011877,1.39141202,197.7623596
488.9011876,1.391436458,198.2397766
489.0011876,1.39144063,197.7941742
489.1011876,1.39146328,197.6031952
489.2011876,1.39148581,197.7941742
489.3011876,1.39148891,197.6031952
489.4011876,1.39149332,197.9533081
489.5011876,1.391462684,197.6031952
489.6011876,1.391485691,198.0806274
489.7011876,1.391517639,197.6031952
489.8011876,1.391539812,197.9851227
489.9011876,1.391561866,197.8259888
490.0011876,1.39159441,197.6668549
490.1011876,1.391565681,197.9533081
490.2011876,1.391530395,198.0169525
490.3011876,1.391474366,197.921463
490.4011876,1.391431332,197.6031952
490.5011876,1.391410351,197.7304993
490.6011876,1.391380191,197.8578339
490.7011876,1.391359806,197.6031952
490.8011876,1.39137423,198.1442871
490.9011876,1.391418576,197.921463
491.0011876,1.391420126,197.8259888
491.1011876,1.391406417,197.8578339
491.2011876,1.391391754,197.9533081
491.3011876,1.391409874,197.921463
491.4011876,1.391443849,198.0169525
491.5011876,1.391423941,197.6986847
491.6011876,1.391427755,197.8578339
491.7011876,1.391471148,197.921463
491.8011876,1.391452312,197.921463
491.9011876,1.391461849,197.7941742
492.0011876,1.391450286,197.6031952
492.1011876,1.391440272,198.3352509
492.2011876,1.391431212,197.635025
492.3011876,1.391441703,197.7623596
492.4011876,1.391482592,197.7304993
492.5011876,1.391523838,197.921463
492.6011876,1.391563535,197.7623596
492.7011876,1.39155066,197.7304993
492.8011876,1.391548395,197.635025
492.9011875,1.391559601,198.2397766
493.0011875,1.391550541,197.4759064
493.1011875,1.391543865,197.4122314
493.2011875,1.391589165,197.8259888
493.3011875,1.391598225,197.4759064
493.4011875,1.39159894,197.8259888
493.5011875,1.39157784,197.7623596
493.6011875,1.391579151,197.9851227
493.7011875,1.391567111,197.921463
493.8011875,1.391549706,197.8578339
493.9011875,1.391560912,198.0169525
494.0011875,1.391600609,197.5395508
494.1011875,1.391683578,197.8578339
494.2011875,1.39172411,197.6668549
494.3011875,1.391717911,197.7623596
494.4011875,1.391665816,197.7941742
494.5011875,1.391572475,198.0169525
494.6011875,1.391534805,198.1761017
494.7011875,1.391501546,197.6986847
494.8011875,1.391524434,197.7623596
494.9011875,1.391563416,198.2079163
495.0011875,1.391633749,197.6986847
495.1011875,1.391641855,197.4122314
495.2011875,1.391643167,197.5713806
495.3011875,1.391618371,197.635025
495.4011875,1.391581774,198.1761017
495.5011875,1.391551495,197.7304993
495.6011875,1.391538382,197.6031952
495.7011875,1.39152205,197.8259888
495.8011875,1.391537786,197.9533081
495.9011875,1.391533017,197.7941742
496.0011875,1.391511559,197.8578339
496.1011875,1.391566157,198.1442871
496.2011875,1.391597509,198.0169525
496.3011875,1.391607046,197.8259888
496.4011875,1.391637087,197.6986847
496.5011875,1.39171803,197.7304993
496.6011875,1.391768694,197.8259888
496.7011875,1.391770601,197.6668549
496.8011874,1.391744971,198.0487976
496.9011874,1.391663074,197.8259888
497.0011874,1.391607523,197.6668549
497.1011874,1.391565681,197.6668549
497.2011874,1.391560912,197.8578339
497.3011874,1.391572595,197.5395508
497.4011874,1.391584635,197.7941742
497.5011874,1.391597509,197.5077057
497.6011874,1.391569376,197.9533081
497.7011874,1.391604185,197.7623596
497.8011874,1.391683102,197.3167572
497.9011874,1.391746998,198.0487976
498.0011874,1.39177084,198.0487976
498.1011874,1.391759872,198.2397766
498.2011874,1.3917346,197.9533081
498.3011874,1.391674399,197.5713806
498.4011874,1.391637325,197.7941742
498.5011874,1.391613007,197.6986847
498.6011874,1.39157927,197.921463
498.7011874,1.391593099,198.1442871
498.8011874,1.391622782,198.0806274
498.9011874,1.39164412,197.7623596
499.0011874,1.391656041,197.5713806
499.1011874,1.391673088,197.8259888
499.2011874,1.391588688,197.6986847
499.3011874,1.391574264,197.9851227
499.4011874,1.391581535,197.8578339
499.5011874,1.391588092,197.9851227
499.6011874,1.391634941,197.9533081
499.7011874,1.391604066,198.2715912
499.8011874,1.391576648,197.8259888
499.9011874,1.391593933,197.8896484
500.0011874,1.391632199,197.9533081
500.1011874,1.391684413,197.5713806
500.2011874,1.391697645,197.8896484
500.3011874,1.391696811,197.9533081
500.4011874,1.391650438,197.7304993
500.5011874,1.391589642,197.6668549
500.6011874,1.391564846,197.7941742
500.7011874,1.39158535,197.7623596
500.8011873,1.391617894,197.6668549
500.9011873,1.391664982,197.5713806
501.0011873,1.391656399,197.6031952
501.1011873,1.391625285,197.9533081
501.2011873,1.39160943,197.8896484
501.3011873,1.391602159,197.6031952
501.4011873,1.391589165,197.8896484
501.5011873,1.391578674,197.635025
501.6011873,1.391623855,197.9533081
501.7011873,1.391624451,197.6031952
501.8011873,1.391590357,198.0806274
501.9011873,1.391570687,197.3167572
502.0011873,1.391548395,197.921463
502.1011873,1.391547441,197.921463
502.2011873,1.391558647,197.5713806
502.3011873,1.391568899,197.6986847
502.4011873,1.391566157,198.112442
502.5011873,1.391566157,197.6031952
502.6011873,1.391595006,197.7941742
502.7011873,1.391626835,197.8578339
502.8011873,1.391690969,197.635025
502.9011873,1.391777277,197.8896484
503.0011873,1.39186573,197.7623596
503.1011873,1.391848803,197.7623596
503.2011873,1.391837955,198.0169525
503.3011873,1.391821504,197.3167572
503.4011873,1.39178288,197.7941742
503.5011873,1.391768694,197.1894379
503.6011873,1.391801119,197.8578339
503.7011873,1.391800284,197.635025
503.8011873,1.391795158,197.7304993
503.9011873,1.391794205,197.6986847
504.0011873,1.391763449,197.6986847
504.1011873,1.391782284,198.1442871
504.2011873,1.391814351,197.7304993
504.3011873,1.391832471,197.8578339
504.4011873,1.391859174,198.0487976
504.5011873,1.391913295,198.0806274
504.6011873,1.391942143,197.9533081
504.7011873,1.391907811,198.112442
504.8011872,1.391847134,197.9851227
504.9011872,1.391765594,197.8896484
505.0011872,1.391770959,197.8578339
505.1011872,1.391786218,197.635025
505.2011872,1.391820788,197.635025
505.3011872,1.391841531,197.7941742
505.4011872,1.391852498,197.7623596
505.5011872,1.39186132,197.7304993
505.6011872,1.391831994,197.635025
505.7011872,1.391870022,197.921463
505.8011872,1.391869068,198.0806274
505.9011872,1.39186275,197.5077057
506.0011872,1.391837716,197.9851227
506.1011872,1.39180696,198.0806274
506.2011872,1.391806245,197.8896484
506.3011872,1.391759276,198.1761017
506.4011872,1.391701818,197.6986847
506.5011872,1.391646147,198.0487976
506.6011872,1.391635656,197.6668549
506.7011872,1.391627073,197.8259888
506.8011872,1.391638041,197.6031952
506.9011872,1.391701579,197.9533081
507.0011872,1.391762972,197.6986847
507.1011872,1.391760945,198.0806274
507.2011872,1.391753078,197.6668549
507.3011872,1.391733646,197.635025
507.4011872,1.391757488,197.8578339
507.5011872,1.391772747,197.8896484
507.6011872,1.391792417,198.0169525
507.7011872,1.391776443,197.5077057
507.8011872,1.391784549,197.8259888
507.9011872,1.391756654,197.921463
508.0011872,1.391759753,198.0806274
508.1011872,1.391792297,197.6031952
508.2011872,1.391819835,197.7941742
508.3011872,1.391881824,197.7623596
508.4011872,1.391880989,197.7304993
508.5011872,1.391862035,197.8896484
508.6011872,1.391844392,197.7623596
508.7011871,1.391851187,197.635025
508.8011871,1.391856551,197.921463
508.9011871,1.391801119,197.4759064
509.0011871,1.391784906,197.7941742
509.1011871,1.391815186,197.7304993
509.2011871,1.391836762,197.6986847
509.3011871,1.391839027,197.8578339
509.4011871,1.391850829,197.9851227
509.5011871,1.39181757,197.7623596
509.6011871,1.391786814,197.9533081
509.7011871,1.391812801,198.2715912
509.8011871,1.391840219,197.921463
509.9011871,1.391916752,197.6031952
510.0011871,1.391949773,197.6031952
510.1011871,1.391958237,198.0169525
510.2011871,1.391906142,197.635025
510.3011871,1.391875029,197.8896484
510.4011871,1.391858697,197.8896484
510.5011871,1.391858816,197.921463
510.6011871,1.391861677,198.0169525
510.7011871,1.391874552,197.8259888
510.8011871,1.39185977,197.9851227
510.9011871,1.391855121,197.635025
511.0011871,1.391813397,197.7941742
511.1011871,1.391795874,197.7304993
511.2011871,1.391801715,197.6668549
511.3011871,1.391780257,197.5395508
511.4011871,1.391794682,197.8896484
511.5011871,1.391844153,197.8259888
511.6011871,1.391906023,197.9851227
511.7011871,1.391945839,197.7623596
511.8011871,1.391960502,197.6031952
511.9011871,1.392001987,198.0169525
512.0011871,1.391968369,197.7623596
512.1011871,1.39195931,197.5713806
512.2011871,1.391955376,197.6668549
512.3011871,1.39194417,197.8896484
512.4011871,1.391910672,197.7623596
512.5011871,1.39189899,197.5395508
512.6011871,1.391938567,197.8896484
512.701187,1.391919971,197.7941742
512.801187,1.391887069,197.7623596
512.901187,1.391896844,197.635025
513.001187,1.391927123,198.0487976
513.101187,1.391958475,197.6668549
513.201187,1.391992807,197.7623596
513.301187,1.392026782,197.8259888
513.401187,1.391984344,198.0487976
513.501187,1.391942382,197.5713806
513.601187,1.391928315,197.9851227
513.701187,1.391893506,197.7941742
513.801187,1.391873002,197.6986847
513.901187,1.391896009,197.444046
514.001187,1.391895652,197.7623596
514.101187,1.391935587,197.8578339
514.201187,1.391981721,197.5713806
514.301187,1.391979694,197.8896484
514.401187,1.391974449,197.5395508
514.501187,1.391938686,197.8578339
514.601187,1.391921282,197.7304993
514.701187,1.391912222,197.6031952
514.801187,1.391940117,197.6668549
514.901187,1.391949534,197.6031952
515.001187,1.391919374,197.5395508
515.101187,1.391899347,197.4759064
515.201187,1.391859055,197.921463
515.301187,1.391829133,197.921463
515.401187,1.391821384,197.6986847
515.501187,1.391795754,197.7623596
515.601187,1.391843081,197.7304993
515.701187,1.391887665,197.5077057
515.801187,1.391943932,197.8259888
515.901187,1.391931653,197.8259888
516.001187,1.391891837,197.8896484
516.101187,1.39189446,198.1442871
516.201187,1.391896963,197.4122314
516.301187,1.39183712,197.7941742
516.401187,1.391804099,197.8578339
516.501187,1.391828775,197.5713806
516.6011869,1.391822815,197.7941742
516.7011869,1.391804695,198.1442871
516.8011869,1.391818166,197.8896484
516.9011869,1.391839504,197.5395508
517.0011869,1.391818285,197.635025
517.1011869,1.391847849,197.8896484
517.2011869,1.392009258,197.8259888
517.3011869,1.392512202,198.2079163
517.4011869,1.392526627,198.0169525
517.5011869,1.392324686,197.9533081
517.6011869,1.39212358,197.8896484
517.7011869,1.39201057,197.6031952
517.8011869,1.391963363,197.444046
517.9011869,1.391916513,197.8259888
518.0011869,1.391924143,197.6668549
518.1011869,1.391944408,197.6031952
518.2011869,1.391929746,197.7304993
518.3011869,1.391931176,197.9851227
518.4011869,1.391943693,198.112442
518.5011869,1.39196825,197.9533081
518.6011869,1.39196527,198.0169525
518.7011869,1.391914368,197.9533081
518.8011869,1.39186132,198.0487976
518.9011869,1.391833901,197.4759064
519.0011869,1.391807079,198.112442
519.1011869,1.391765118,198.0487976
519.2011869,1.391767144,197.6986847
519.3011869,1.3917588,197.9851227
519.4011869,1.391752243,197.8578339
519.5011869,1.391796947,197.9533081
519.6011869,1.39185524,198.0169525
519.7011869,1.391885519,197.4759064
519.8011869,1.391955018,197.5713806
519.9011869,1.391960144,197.921463
520.0011869,1.391932845,197.7941742
520.1011869,1.39188683,197.635025
520.2011869,1.391849756,197.7623596
520.3011869,1.391870856,197.7941742
520.4011869,1.391934276,197.8259888
520.5011869,1.391993642,197.8896484
520.6011868,1.392011404,197.9533081
520.7011868,1.391983747,197.9851227
520.8011868,1.391939759,197.8259888
520.9011868,1.391888976,197.9533081
521.0011868,1.391848683,198.0487976
521.1011868,1.391840816,197.5395508
521.2011868,1.391869426,197.9851227
521.3011868,1.391900539,197.7304993
521.4011868,1.391877174,197.8578339
521.5011868,1.391833067,197.3485718
521.6011868,1.3918401,198.2397766
521.7011868,1.391834259,197.635025
521.8011868,1.391858578,197.7623596
521.9011868,1.391920447,197.8896484
522.0011868,1.391978979,197.8896484
522.1011868,1.391961098,197.921463
522.2011868,1.391981125,197.7304993
522.3011868,1.391993523,197.9533081
522.4011868,1.392010331,198.1761017
522.5011868,1.391985416,197.9851227
522.6011868,1.391964555,197.7304993
522.7011868,1.391963243,197.5395508
522.8011868,1.391952157,197.7304993
522.9011868,1.39192009,197.6031952
523.0011868,1.391901255,198.0487976
523.1011868,1.39193213,198.0487976
523.2011868,1.39196372,197.7623596
523.3011868,1.392012954,198.112442
523.4011868,1.392073274,197.7623596
523.5011868,1.392140269,197.5713806
523.6011868,1.392195106,197.921463
523.7011868,1.392141223,197.7304993
523.8011868,1.392108083,197.635025
523.9011868,1.392172337,197.7304993
524.0011868,1.392212868,197.9851227
524.1011868,1.392222285,198.112442
524.2011868,1.392234206,197.6668549
