time/s	Ewe/V	I/mA	
2.050015948212240E+002	1.3231713E+000	1.4457735E+002
2.051015948186978E+002	1.3232476E+000	1.4483188E+002
2.052015948161716E+002	1.3234766E+000	1.4394099E+002
2.053015948136454E+002	1.3234766E+000	1.4597733E+002
2.054015948111191E+002	1.3238392E+000	1.4394099E+002
2.055015948085929E+002	1.3238964E+000	1.4559552E+002
2.056015948060667E+002	1.3240682E+000	1.4406825E+002
2.057015948035405E+002	1.3240110E+000	1.4432280E+002
2.058015948010143E+002	1.3241636E+000	1.4368643E+002
2.059015947984881E+002	1.3238010E+000	1.4559552E+002
2.060015947959619E+002	1.3239919E+000	1.4521370E+002
2.061015947934357E+002	1.3239919E+000	1.4432280E+002
2.062015947909094E+002	1.3239536E+000	1.4406825E+002
2.063015947883832E+002	1.3240873E+000	1.4483188E+002
2.064015947858570E+002	1.3242781E+000	1.4381371E+002
2.065015947833308E+002	1.3242590E+000	1.4534097E+002
2.066015947808046E+002	1.3244117E+000	1.4521370E+002
2.067015947782784E+002	1.3245453E+000	1.4483188E+002
2.068015947757522E+002	1.3246789E+000	1.4572279E+002
2.069015947732260E+002	1.3246598E+000	1.4368643E+002
2.070015947706997E+002	1.3249079E+000	1.4483188E+002
2.071015947681735E+002	1.3249460E+000	1.4508644E+002
2.072015947656473E+002	1.3250797E+000	1.4521370E+002
2.073015947631211E+002	1.3250988E+000	1.4546825E+002
2.074015947605949E+002	1.3252132E+000	1.4432280E+002
2.075015947580687E+002	1.3252513E+000	1.4495915E+002
2.076015947555425E+002	1.3251750E+000	1.4470462E+002
2.077015947530163E+002	1.3251560E+000	1.4470462E+002
2.078015947504900E+002	1.3250223E+000	1.4457735E+002
2.079015947479638E+002	1.3250223E+000	1.4521370E+002
2.080015947454376E+002	1.3248315E+000	1.4457735E+002
2.081015947429114E+002	1.3250223E+000	1.4419553E+002
2.082015947403852E+002	1.3250606E+000	1.4419553E+002
2.083015947378590E+002	1.3250797E+000	1.4470462E+002
2.084015947353328E+002	1.3252513E+000	1.4572279E+002
2.085015947328066E+002	1.3254422E+000	1.4508644E+002
2.086015947302803E+002	1.3254803E+000	1.4457735E+002
2.087015947277541E+002	1.3256712E+000	1.4432280E+002
2.088015947252279E+002	1.3255186E+000	1.4457735E+002
2.089015947227017E+002	1.3258621E+000	1.4457735E+002
2.090015947201755E+002	1.3259575E+000	1.4355917E+002
2.091015947176493E+002	1.3257858E+000	1.4343190E+002
2.092015947151231E+002	1.3258811E+000	1.4546825E+002
2.093015947125969E+002	1.3259002E+000	1.4559552E+002
2.094015947100706E+002	1.3256140E+000	1.4368643E+002
2.095015947075444E+002	1.3256903E+000	1.4457735E+002
2.096015947050182E+002	1.3256521E+000	1.4419553E+002
2.097015947024920E+002	1.3254422E+000	1.4470462E+002
2.098015946999658E+002	1.3254231E+000	1.4381371E+002
2.099015946974396E+002	1.3256140E+000	1.4355917E+002
2.100015946949134E+002	1.3256521E+000	1.4355917E+002
2.101015946923872E+002	1.3257858E+000	1.4343190E+002
2.102015946898609E+002	1.3260148E+000	1.4635915E+002
2.103015946873347E+002	1.3259383E+000	1.4534097E+002
2.104015946848085E+002	1.3259766E+000	1.4394099E+002
2.105015946822823E+002	1.3261292E+000	1.4432280E+002
2.106015946797561E+002	1.3261483E+000	1.4381371E+002
2.107015946772299E+002	1.3261292E+000	1.4419553E+002
2.108015946747037E+002	1.3261865E+000	1.4585007E+002
2.109015946721775E+002	1.3261292E+000	1.4585007E+002
2.110015946696512E+002	1.3261865E+000	1.4432280E+002
2.111015946671250E+002	1.3262628E+000	1.4495915E+002
2.112015946645988E+002	1.3264346E+000	1.4419553E+002
2.113015946620726E+002	1.3264346E+000	1.4534097E+002
2.114015946595464E+002	1.3263773E+000	1.4495915E+002
2.115015946570202E+002	1.3263391E+000	1.4457735E+002
2.116015946544940E+002	1.3262247E+000	1.4445007E+002
2.117015946519678E+002	1.3260338E+000	1.4470462E+002
2.118015946494415E+002	1.3260338E+000	1.4495915E+002
2.119015946469153E+002	1.3261675E+000	1.4445007E+002
2.120015946443891E+002	1.3261483E+000	1.4445007E+002
2.121015946418629E+002	1.3263201E+000	1.4470462E+002
2.122015946393367E+002	1.3262247E+000	1.4394099E+002
2.123015946368105E+002	1.3263201E+000	1.4470462E+002
2.124015946342843E+002	1.3264155E+000	1.4394099E+002
2.125015946317581E+002	1.3265109E+000	1.4495915E+002
2.126015946292318E+002	1.3266445E+000	1.4445007E+002
2.127015946267056E+002	1.3265681E+000	1.4546825E+002
2.128015946241794E+002	1.3266636E+000	1.4521370E+002
2.129015946216532E+002	1.3265872E+000	1.4470462E+002
2.130015946191270E+002	1.3268735E+000	1.4419553E+002
2.131015946166008E+002	1.3268545E+000	1.4317735E+002
2.132015946140746E+002	1.3268354E+000	1.4419553E+002
2.133015946115484E+002	1.3268354E+000	1.4508644E+002
2.134015946090221E+002	1.3268545E+000	1.4546825E+002
2.135015946064959E+002	1.3266827E+000	1.4394099E+002
2.136015946039697E+002	1.3265491E+000	1.4470462E+002
2.137015946014435E+002	1.3267590E+000	1.4457735E+002
2.138015945989173E+002	1.3266636E+000	1.4457735E+002
2.139015945963911E+002	1.3265681E+000	1.4534097E+002
2.140015945938649E+002	1.3266827E+000	1.4661369E+002
2.141015945913387E+002	1.3267399E+000	1.4470462E+002
2.142015945888124E+002	1.3269689E+000	1.4381371E+002
2.143015945862862E+002	1.3270261E+000	1.4406825E+002
2.144015945837600E+002	1.3270644E+000	1.4521370E+002
2.145015945812338E+002	1.3270835E+000	1.4495915E+002
2.146015945787076E+002	1.3271788E+000	1.4457735E+002
2.147015945761814E+002	1.3271979E+000	1.4457735E+002
2.148015945736552E+002	1.3272551E+000	1.4546825E+002
2.149015945711290E+002	1.3272170E+000	1.4572279E+002
2.150015945686027E+002	1.3273506E+000	1.4470462E+002
2.151015945660765E+002	1.3270261E+000	1.4483188E+002
2.152015945635503E+002	1.3271598E+000	1.4381371E+002
2.153015945610241E+002	1.3268735E+000	1.4495915E+002
2.154015945584979E+002	1.3267971E+000	1.4483188E+002
2.155015945559717E+002	1.3268162E+000	1.4432280E+002
2.156015945534455E+002	1.3269689E+000	1.4559552E+002
2.157015945509193E+002	1.3267208E+000	1.4546825E+002
2.158015945483930E+002	1.3269689E+000	1.4394099E+002
2.159015945458668E+002	1.3270453E+000	1.4292281E+002
2.160015945433406E+002	1.3270071E+000	1.4419553E+002
2.161015945408144E+002	1.3271216E+000	1.4572279E+002
2.162015945382882E+002	1.3271788E+000	1.4534097E+002
2.163015945357620E+002	1.3271788E+000	1.4445007E+002
2.164015945332358E+002	1.3273125E+000	1.4546825E+002
2.165015945307096E+002	1.3271788E+000	1.4534097E+002
2.166015945281833E+002	1.3273888E+000	1.4445007E+002
2.167015945256571E+002	1.3273888E+000	1.4483188E+002
2.168015945231309E+002	1.3272361E+000	1.4445007E+002
2.169015945206047E+002	1.3272743E+000	1.4419553E+002
2.170015945180785E+002	1.3272170E+000	1.4648642E+002
2.171015945155523E+002	1.3271407E+000	1.4381371E+002
2.172015945130261E+002	1.3271598E+000	1.4585007E+002
2.173015945104999E+002	1.3271788E+000	1.4470462E+002
2.174015945079736E+002	1.3271598E+000	1.4419553E+002
2.175015945054474E+002	1.3271788E+000	1.4495915E+002
2.176015945029212E+002	1.3272743E+000	1.4394099E+002
2.177015945003950E+002	1.3271598E+000	1.4445007E+002
2.178015944978688E+002	1.3273697E+000	1.4419553E+002
2.179015944953426E+002	1.3275605E+000	1.4585007E+002
2.180015944928164E+002	1.3274843E+000	1.4495915E+002
2.181015944902902E+002	1.3276368E+000	1.4419553E+002
2.182015944877639E+002	1.3276750E+000	1.4394099E+002
2.183015944852377E+002	1.3277895E+000	1.4445007E+002
2.184015944827115E+002	1.3276368E+000	1.4508644E+002
2.185015944801853E+002	1.3278277E+000	1.4470462E+002
2.186015944776591E+002	1.3276178E+000	1.4470462E+002
2.187015944751329E+002	1.3274651E+000	1.4508644E+002
2.188015944726067E+002	1.3275033E+000	1.4381371E+002
2.189015944700805E+002	1.3272934E+000	1.4597733E+002
2.190015944675542E+002	1.3272551E+000	1.4508644E+002
2.191015944650280E+002	1.3272361E+000	1.4495915E+002
2.192015944625018E+002	1.3273125E+000	1.4445007E+002
2.193015944599756E+002	1.3275033E+000	1.4432280E+002
2.194015944574494E+002	1.3275224E+000	1.4585007E+002
2.195015944549232E+002	1.3275987E+000	1.4343190E+002
2.196015944523970E+002	1.3274460E+000	1.4508644E+002
2.197015944498708E+002	1.3276559E+000	1.4508644E+002
2.198015944473445E+002	1.3276178E+000	1.4546825E+002
2.199015944448183E+002	1.3278468E+000	1.4406825E+002
2.200015944422921E+002	1.3277895E+000	1.4572279E+002
2.201015944397659E+002	1.3277705E+000	1.4355917E+002
2.202015944372397E+002	1.3278086E+000	1.4432280E+002
2.203015944347135E+002	1.3276559E+000	1.4457735E+002
2.204015944321873E+002	1.3277895E+000	1.4483188E+002
2.205015944296611E+002	1.3276559E+000	1.4521370E+002
2.206015944271348E+002	1.3274078E+000	1.4483188E+002
2.207015944246086E+002	1.3274269E+000	1.4597733E+002
2.208015944220824E+002	1.3275987E+000	1.4432280E+002
2.209015944195562E+002	1.3275033E+000	1.4432280E+002
2.210015944170300E+002	1.3276941E+000	1.4483188E+002
2.211015944145038E+002	1.3275796E+000	1.4470462E+002
2.212015944119776E+002	1.3276750E+000	1.4445007E+002
2.213015944094514E+002	1.3278468E+000	1.4470462E+002
2.214015944069251E+002	1.3278086E+000	1.4381371E+002
2.215015944043989E+002	1.3279804E+000	1.4699551E+002
2.216015944018727E+002	1.3280758E+000	1.4457735E+002
2.217015943993465E+002	1.3280758E+000	1.4495915E+002
2.218015943968203E+002	1.3280567E+000	1.4457735E+002
2.219015943942941E+002	1.3279232E+000	1.4508644E+002
2.220015943917679E+002	1.3279232E+000	1.4585007E+002
2.221015943892417E+002	1.3277895E+000	1.4368643E+002
2.222015943867154E+002	1.3277705E+000	1.4457735E+002
2.223015943841892E+002	1.3279232E+000	1.4445007E+002
2.224015943816630E+002	1.3278086E+000	1.4546825E+002
2.225015943791368E+002	1.3277133E+000	1.4406825E+002
2.226015943766106E+002	1.3277705E+000	1.4394099E+002
2.227015943740844E+002	1.3276368E+000	1.4572279E+002
2.228015943715582E+002	1.3277133E+000	1.4508644E+002
2.229015943690320E+002	1.3277895E+000	1.4521370E+002
2.230015943665057E+002	1.3278277E+000	1.4457735E+002
2.231015943639795E+002	1.3279232E+000	1.4508644E+002
2.232015943614533E+002	1.3279995E+000	1.4508644E+002
2.233015943589271E+002	1.3279040E+000	1.4483188E+002
2.234015943564009E+002	1.3278277E+000	1.4521370E+002
2.235015943538747E+002	1.3278277E+000	1.4470462E+002
2.236015943513485E+002	1.3275987E+000	1.4635915E+002
2.237015943488223E+002	1.3273888E+000	1.4508644E+002
2.238015943462960E+002	1.3274651E+000	1.4483188E+002
2.239015943437698E+002	1.3271788E+000	1.4470462E+002
2.240015943412436E+002	1.3270644E+000	1.4470462E+002
2.241015943387174E+002	1.3270835E+000	1.4381371E+002
2.242015943361912E+002	1.3270644E+000	1.4394099E+002
2.243015943336650E+002	1.3270071E+000	1.4508644E+002
2.244015943311388E+002	1.3270453E+000	1.4470462E+002
2.245015943286126E+002	1.3270071E+000	1.4445007E+002
2.246015943260863E+002	1.3269308E+000	1.4521370E+002
2.247015943235601E+002	1.3270261E+000	1.4572279E+002
2.248015943210339E+002	1.3271979E+000	1.4432280E+002
2.249015943185077E+002	1.3272361E+000	1.4623189E+002
2.250015943159815E+002	1.3272934E+000	1.4432280E+002
2.251015943134553E+002	1.3271979E+000	1.4534097E+002
2.252015943109291E+002	1.3273697E+000	1.4508644E+002
2.253015943084029E+002	1.3275224E+000	1.4445007E+002
2.254015943058766E+002	1.3276941E+000	1.4597733E+002
2.255015943033504E+002	1.3276178E+000	1.4457735E+002
2.256015943008242E+002	1.3276941E+000	1.4495915E+002
2.257015942982980E+002	1.3275605E+000	1.4470462E+002
2.258015942957718E+002	1.3275605E+000	1.4355917E+002
2.259015942932456E+002	1.3275415E+000	1.4368643E+002
2.260015942907194E+002	1.3273315E+000	1.4457735E+002
2.261015942881932E+002	1.3273888E+000	1.4394099E+002
2.262015942856669E+002	1.3272361E+000	1.4597733E+002
2.263015942831407E+002	1.3271598E+000	1.4470462E+002
2.264015942806145E+002	1.3271407E+000	1.4355917E+002
2.265015942780883E+002	1.3272551E+000	1.4623189E+002
2.266015942755621E+002	1.3272551E+000	1.4445007E+002
2.267015942730359E+002	1.3273506E+000	1.4432280E+002
2.268015942705097E+002	1.3273888E+000	1.4521370E+002
2.269015942679835E+002	1.3274269E+000	1.4508644E+002
2.270015942654572E+002	1.3274078E+000	1.4470462E+002
2.271015942629310E+002	1.3275605E+000	1.4394099E+002
2.272015942604048E+002	1.3274651E+000	1.4419553E+002
2.273015942578786E+002	1.3276750E+000	1.4495915E+002
2.274015942553524E+002	1.3277133E+000	1.4368643E+002
2.275015942528262E+002	1.3276368E+000	1.4381371E+002
2.276015942503000E+002	1.3276368E+000	1.4368643E+002
2.277015942477738E+002	1.3275415E+000	1.4508644E+002
2.278015942452475E+002	1.3276750E+000	1.4546825E+002
2.279015942427213E+002	1.3275033E+000	1.4457735E+002
2.280015942401951E+002	1.3274843E+000	1.4534097E+002
2.281015942376689E+002	1.3274843E+000	1.4419553E+002
2.282015942351427E+002	1.3273888E+000	1.4445007E+002
2.283015942326165E+002	1.3274651E+000	1.4559552E+002
2.284015942300903E+002	1.3274269E+000	1.4432280E+002
2.285015942275641E+002	1.3275415E+000	1.4521370E+002
2.286015942250378E+002	1.3274460E+000	1.4470462E+002
2.287015942225116E+002	1.3274078E+000	1.4330461E+002
2.288015942199854E+002	1.3276559E+000	1.4521370E+002
2.289015942174592E+002	1.3276178E+000	1.4559552E+002
2.290015942149330E+002	1.3275987E+000	1.4534097E+002
2.291015942124068E+002	1.3276368E+000	1.4457735E+002
2.292015942098806E+002	1.3277514E+000	1.4406825E+002
2.293015942073544E+002	1.3278658E+000	1.4534097E+002
2.294015942048281E+002	1.3279613E+000	1.4546825E+002
2.295015942023019E+002	1.3278086E+000	1.4508644E+002
2.296015941997757E+002	1.3278849E+000	1.4457735E+002
2.297015941972495E+002	1.3280185E+000	1.4368643E+002
2.298015941947233E+002	1.3279040E+000	1.4432280E+002
2.299015941921971E+002	1.3277323E+000	1.4508644E+002
2.300015941896709E+002	1.3275033E+000	1.4610461E+002
2.301015941871447E+002	1.3274843E+000	1.4445007E+002
2.302015941846184E+002	1.3275224E+000	1.4470462E+002
2.303015941820922E+002	1.3275605E+000	1.4483188E+002
2.304015941795660E+002	1.3275224E+000	1.4368643E+002
2.305015941770398E+002	1.3276368E+000	1.4572279E+002
2.306015941745136E+002	1.3277895E+000	1.4483188E+002
2.307015941719874E+002	1.3276559E+000	1.4521370E+002
2.308015941694612E+002	1.3279995E+000	1.4572279E+002
2.309015941669350E+002	1.3278468E+000	1.4585007E+002
2.310015941644087E+002	1.3277895E+000	1.4470462E+002
2.311015941618825E+002	1.3280567E+000	1.4470462E+002
2.312015941593563E+002	1.3279232E+000	1.4432280E+002
2.313015941568301E+002	1.3279995E+000	1.4381371E+002
2.314015941543039E+002	1.3278849E+000	1.4483188E+002
2.315015941517777E+002	1.3277323E+000	1.4432280E+002
2.316015941492515E+002	1.3276941E+000	1.4406825E+002
2.317015941467253E+002	1.3277514E+000	1.4546825E+002
2.318015941441990E+002	1.3275033E+000	1.4534097E+002
2.319015941416728E+002	1.3276178E+000	1.4483188E+002
2.320015941391466E+002	1.3276750E+000	1.4406825E+002
2.321015941366204E+002	1.3275224E+000	1.4445007E+002
2.322015941340942E+002	1.3275415E+000	1.4534097E+002
2.323015941315680E+002	1.3277895E+000	1.4445007E+002
2.324015941290418E+002	1.3277514E+000	1.4381371E+002
2.325015941265156E+002	1.3278849E+000	1.4470462E+002
2.326015941239893E+002	1.3278086E+000	1.4483188E+002
2.327015941214631E+002	1.3276368E+000	1.4445007E+002
2.328015941189369E+002	1.3277895E+000	1.4457735E+002
2.329015941164107E+002	1.3279040E+000	1.4495915E+002
2.330015941138845E+002	1.3278658E+000	1.4546825E+002
2.331015941113583E+002	1.3280758E+000	1.4661369E+002
2.332015941088321E+002	1.3280376E+000	1.4483188E+002
2.333015941063059E+002	1.3279232E+000	1.4559552E+002
2.334015941037796E+002	1.3280948E+000	1.4406825E+002
2.335015941012534E+002	1.3279995E+000	1.4432280E+002
2.336015940987272E+002	1.3280758E+000	1.4419553E+002
2.337015940962010E+002	1.3279232E+000	1.4521370E+002
2.338015940936748E+002	1.3277705E+000	1.4623189E+002
2.339015940911486E+002	1.3277323E+000	1.4432280E+002
2.340015940886224E+002	1.3278277E+000	1.4432280E+002
2.341015940860962E+002	1.3277133E+000	1.4597733E+002
2.342015940835699E+002	1.3277133E+000	1.4432280E+002
2.343015940810437E+002	1.3276941E+000	1.4521370E+002
2.344015940785175E+002	1.3275415E+000	1.4445007E+002
2.345015940759913E+002	1.3276559E+000	1.4521370E+002
2.346015940734651E+002	1.3276368E+000	1.4317735E+002
2.347015940709389E+002	1.3278086E+000	1.4381371E+002
2.348015940684127E+002	1.3279232E+000	1.4457735E+002
2.349015940658865E+002	1.3280758E+000	1.4470462E+002
2.350015940633602E+002	1.3277895E+000	1.4483188E+002
2.351015940608340E+002	1.3278849E+000	1.4470462E+002
2.352015940583078E+002	1.3280567E+000	1.4445007E+002
2.353015940557816E+002	1.3281330E+000	1.4394099E+002
2.354015940532554E+002	1.3282285E+000	1.4432280E+002
2.355015940507292E+002	1.3281713E+000	1.4508644E+002
2.356015940482030E+002	1.3282666E+000	1.4534097E+002
2.357015940456768E+002	1.3281330E+000	1.4508644E+002
2.358015940431505E+002	1.3279804E+000	1.4406825E+002
2.359015940406243E+002	1.3279040E+000	1.4445007E+002
2.360015940380981E+002	1.3276941E+000	1.4597733E+002
2.361015940355719E+002	1.3278468E+000	1.4508644E+002
2.362015940330457E+002	1.3276178E+000	1.4343190E+002
2.363015940305195E+002	1.3276941E+000	1.4432280E+002
2.364015940279933E+002	1.3277895E+000	1.4597733E+002
2.365015940254671E+002	1.3278658E+000	1.4394099E+002
2.366015940229408E+002	1.3276750E+000	1.4445007E+002
2.367015940204146E+002	1.3277514E+000	1.4368643E+002
2.368015940178884E+002	1.3280567E+000	1.4457735E+002
2.369015940153622E+002	1.3277895E+000	1.4597733E+002
2.370015940128360E+002	1.3279613E+000	1.4419553E+002
2.371015940103098E+002	1.3281330E+000	1.4457735E+002
2.372015940077836E+002	1.3281522E+000	1.4445007E+002
2.373015940052574E+002	1.3281713E+000	1.4559552E+002
2.374015940027311E+002	1.3281522E+000	1.4394099E+002
2.375015940002049E+002	1.3282475E+000	1.4534097E+002
2.376015939976787E+002	1.3280948E+000	1.4394099E+002
2.377015939951525E+002	1.3279040E+000	1.4432280E+002
2.378015939926263E+002	1.3277895E+000	1.4585007E+002
2.379015939901001E+002	1.3278086E+000	1.4394099E+002
2.380015939875739E+002	1.3277895E+000	1.4483188E+002
2.381015939850477E+002	1.3279423E+000	1.4534097E+002
2.382015939825214E+002	1.3279040E+000	1.4572279E+002
2.383015939799952E+002	1.3278658E+000	1.4445007E+002
2.384015939774690E+002	1.3277705E+000	1.4470462E+002
2.385015939749428E+002	1.3278277E+000	1.4445007E+002
2.386015939724166E+002	1.3278849E+000	1.4521370E+002
2.387015939698904E+002	1.3280567E+000	1.4368643E+002
2.388015939673642E+002	1.3279232E+000	1.4406825E+002
2.389015939648380E+002	1.3281713E+000	1.4445007E+002
2.390015939623117E+002	1.3279995E+000	1.4597733E+002
2.391015939597855E+002	1.3282857E+000	1.4381371E+002
2.392015939572593E+002	1.3283238E+000	1.4483188E+002
2.393015939547331E+002	1.3283812E+000	1.4470462E+002
2.394015939522069E+002	1.3282094E+000	1.4559552E+002
2.395015939496807E+002	1.3284575E+000	1.4470462E+002
2.396015939471545E+002	1.3283429E+000	1.4445007E+002
2.397015939446283E+002	1.3284575E+000	1.4419553E+002
2.398015939421020E+002	1.3281903E+000	1.4483188E+002
2.399015939395758E+002	1.3281330E+000	1.4534097E+002
2.400015939370496E+002	1.3279232E+000	1.4521370E+002
2.401015939345234E+002	1.3279040E+000	1.4572279E+002
2.402015939319972E+002	1.3280185E+000	1.4406825E+002
2.403015939294710E+002	1.3280376E+000	1.4406825E+002
2.404015939269448E+002	1.3281330E+000	1.4470462E+002
2.405015939244186E+002	1.3280376E+000	1.4508644E+002
2.406015939218923E+002	1.3279232E+000	1.4534097E+002
2.407015939193661E+002	1.3281713E+000	1.4406825E+002
2.408015939168399E+002	1.3282857E+000	1.4381371E+002
2.409015939143137E+002	1.3281713E+000	1.4432280E+002
2.410015939117875E+002	1.3280948E+000	1.4661369E+002
2.411015939092613E+002	1.3283048E+000	1.4470462E+002
2.412015939067351E+002	1.3283429E+000	1.4406825E+002
2.413015939042089E+002	1.3283812E+000	1.4228645E+002
2.414015939016826E+002	1.3284003E+000	1.4406825E+002
2.415015938991564E+002	1.3283238E+000	1.4394099E+002
2.416015938966302E+002	1.3284384E+000	1.4483188E+002
2.417015938941040E+002	1.3282857E+000	1.4445007E+002
2.418015938915778E+002	1.3282094E+000	1.4368643E+002
2.419015938890516E+002	1.3281713E+000	1.4381371E+002
2.420015938865254E+002	1.3282094E+000	1.4610461E+002
2.421015938839992E+002	1.3280376E+000	1.4343190E+002
2.422015938814729E+002	1.3281713E+000	1.4394099E+002
2.423015938789467E+002	1.3281330E+000	1.4445007E+002
2.424015938764205E+002	1.3281330E+000	1.4483188E+002
2.425015938738943E+002	1.3282475E+000	1.4495915E+002
2.426015938713681E+002	1.3281903E+000	1.4546825E+002
2.427015938688419E+002	1.3281139E+000	1.4432280E+002
2.428015938663157E+002	1.3281713E+000	1.4483188E+002
2.429015938637895E+002	1.3282666E+000	1.4445007E+002
2.430015938612632E+002	1.3283048E+000	1.4470462E+002
2.431015938587370E+002	1.3283621E+000	1.4394099E+002
2.432015938562108E+002	1.3285528E+000	1.4508644E+002
2.433015938536846E+002	1.3285719E+000	1.4457735E+002
2.434015938511584E+002	1.3284575E+000	1.4381371E+002
2.435015938486322E+002	1.3283812E+000	1.4559552E+002
2.436015938461060E+002	1.3284956E+000	1.4508644E+002
2.437015938435798E+002	1.3284003E+000	1.4432280E+002
2.438015938410535E+002	1.3284384E+000	1.4483188E+002
2.439015938385273E+002	1.3283812E+000	1.4445007E+002
2.440015938360011E+002	1.3281522E+000	1.4419553E+002
2.441015938334749E+002	1.3280567E+000	1.4343190E+002
2.442015938309487E+002	1.3281713E+000	1.4355917E+002
2.443015938284225E+002	1.3281330E+000	1.4483188E+002
2.444015938258963E+002	1.3280567E+000	1.4495915E+002
2.445015938233701E+002	1.3282475E+000	1.4457735E+002
2.446015938208438E+002	1.3283048E+000	1.4483188E+002
2.447015938183176E+002	1.3282857E+000	1.4368643E+002
2.448015938157914E+002	1.3284384E+000	1.4508644E+002
2.449015938132652E+002	1.3284384E+000	1.4343190E+002
2.450015938107390E+002	1.3283812E+000	1.4343190E+002
2.451015938082128E+002	1.3284003E+000	1.4559552E+002
2.452015938056866E+002	1.3284575E+000	1.4432280E+002
2.453015938031604E+002	1.3283621E+000	1.4559552E+002
2.454015938006341E+002	1.3283048E+000	1.4546825E+002
2.455015937981079E+002	1.3283048E+000	1.4534097E+002
2.456015937955817E+002	1.3281330E+000	1.4457735E+002
2.457015937930555E+002	1.3282475E+000	1.4521370E+002
2.458015937905293E+002	1.3281903E+000	1.4381371E+002
2.459015937880031E+002	1.3282475E+000	1.4457735E+002
2.460015937854769E+002	1.3283238E+000	1.4546825E+002
2.461015937829507E+002	1.3283238E+000	1.4432280E+002
2.462015937804244E+002	1.3281139E+000	1.4521370E+002
2.463015937778982E+002	1.3281903E+000	1.4457735E+002
2.464015937753720E+002	1.3283429E+000	1.4406825E+002
2.465015937728458E+002	1.3283238E+000	1.4432280E+002
2.466015937703196E+002	1.3282857E+000	1.4521370E+002
2.467015937677934E+002	1.3283429E+000	1.4597733E+002
2.468015937652672E+002	1.3284384E+000	1.4534097E+002
2.469015937627410E+002	1.3284956E+000	1.4521370E+002
2.470015937602147E+002	1.3285338E+000	1.4419553E+002
2.471015937576885E+002	1.3284956E+000	1.4559552E+002
2.472015937551623E+002	1.3286293E+000	1.4495915E+002
2.473015937526361E+002	1.3286674E+000	1.4534097E+002
2.474015937501099E+002	1.3285719E+000	1.4381371E+002
2.475015937475837E+002	1.3285911E+000	1.4521370E+002
2.476015937450575E+002	1.3283621E+000	1.4381371E+002
2.477015937425313E+002	1.3284193E+000	1.4508644E+002
2.478015937400050E+002	1.3283429E+000	1.4381371E+002
2.479015937374788E+002	1.3284765E+000	1.4432280E+002
2.480015937349526E+002	1.3284384E+000	1.4432280E+002
2.481015937324264E+002	1.3283812E+000	1.4470462E+002
